
1042109,アンチ・デバフ,デバフ効果を1回無効(自/∞),Passive,IGNORE,DEBUFF NONE,N/A,100.0%
1042110,ブラスト・アデプト[Ⅲ],Blast ダメージUP[Ⅲ],Passive,BUFF,BLAST,20.0%,100.0%
1042111,アンチ・デバフ,デバフ効果を1回無効(自/∞),Passive,IGNORE,DEBUFF NONE,N/A,100.0%
1042112,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1042113,ヴァリアブルブースト[Ⅵ],BlastダメージUP[Ⅵ]&ヴァリアブル(自/1T),Active CD10,BUFF,BLAST,35.0%,N/A
,,,,CONDITION_GOOD,IMITATE_ATTRIBUTE,N/A,100.0%
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1101,環 いろは（水着ver.）,6371,1760,2957,6%,6%,5%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1101101,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1101102,ドッペル・アデプト[Ⅱ],ドッペルダメージUP[Ⅱ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,10.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1101103,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1101104,ドッペル・アデプト[Ⅱ],ドッペルダメージUP[Ⅱ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,10.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1101105,フォッグ・エッジ[Ⅱ],攻撃時確率で霧(3T)付与[Ⅱ],Passive,ENCHANT,FOG,25.0%,15.0%
1101106,ブラスト・アデプト[Ⅱ],Blast ダメージUP[Ⅱ],Passive,BUFF,BLAST,16.5%,100.0%
1101107,アクセル・アデプト[Ⅱ],Accele MPUP[Ⅱ],Passive,BUFF,ACCEL,12.5%,100.0%
1101108,スキルクイック[Ⅲ],確率でスキルクイック[Ⅲ],Passive,CONDITION_GOOD,SKILL_QUICK,N/A,15.0%
1101109,シールド・アデプト[Ⅱ],ダメージカット状態[Ⅱ],Passive,CONDITION_GOOD,DAMAGE_DOWN,10.0%,100.0%
1101110,マギア・アデプト[Ⅱ],マギアダメージUP[Ⅱ],Passive,BUFF,MAGIA,7.5%,100.0%
1101111,レジスト・アデプト[Ⅱ],状態異常耐性UP[Ⅱ],Passive,BUFF,RESIST,25.0%,100.0%
1101112,アクセル・アデプト[Ⅱ],Accele MPUP[Ⅱ],Passive,BUFF,ACCEL,12.5%,100.0%
1101113,ブレス・サークル[Ⅱ],防御力UP[Ⅱ] & HP自動回復[Ⅱ](味全/3T),Active CD10,BUFF,DEFENSE,26.3%,N/A
,,,,CONDITION_GOOD,AUTO_HEAL,3.0%,100.0%
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1102,やちよ・みふゆ（始まりver.）,7540,2619,2444,4%,6%,8%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1102101,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1102102,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1102103,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1102104,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1102105,ブラストサルテーション[Ⅱ],Blast攻撃時MP獲得[Ⅱ],Passive,CONDITION_GOOD,MP_PLUS_BLAST,2.0%,100.0%
1102106,パリィ・アデプト[Ⅱ],確率で回避[Ⅱ],Passive,CONDITION_GOOD,AVOID,N/A,15.0%
1102107,エイミング・アデプト[Ⅲ],確率で回避無効[Ⅲ],Passive,IGNORE,AVOID,N/A,35.0%
1102108,ブラスト・アデプト[Ⅴ],Blast ダメージUP[Ⅴ],Passive,BUFF,BLAST,30.0%,100.0%
1102109,ブラストサルテーション[Ⅲ],Blast攻撃時MP獲得[Ⅲ],Passive,CONDITION_GOOD,MP_PLUS_BLAST,3.0%,100.0%
1102110,シールド・アデプト[Ⅱ],ダメージカット状態[Ⅱ],Passive,CONDITION_GOOD,DAMAGE_DOWN,10.0%,100.0%
1102111,レジスト・アデプト[Ⅱ],状態異常耐性UP[Ⅱ],Passive,BUFF,RESIST,25.0%,100.0%
1102112,アンチ・チャーム,必ず魅了無効,Passive,IGNORE,CHARM,N/A,100.0%
1102113,ブラスト・フォース[Ⅲ],BlastダメージUP[Ⅲ]&確率でクリティカル[Ⅶ](自/3T),Active CD8,CONDITION_GOOD,CRITICAL,200.0%,40.0%
,,,,BUFF,BLAST,20.0%,N/A
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1103,ウワサの鶴乃,5834,1399,2325,6%,8%,4%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1103101,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ] & マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1103102,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1103103,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ] & マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1103104,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1103105,マギア・アデプト[Ⅱ],マギアダメージUP[Ⅱ],Passive,BUFF,MAGIA,7.5%,100.0%
1103106,フレイム・アデプト[Ⅰ],火属性攻撃力UP[Ⅰ],Passive,BUFF,ATTACK_FIRE,5.0%,N/A
1103107,パリィ・アデプト[Ⅱ],確率で回避[Ⅱ],Passive,CONDITION_GOOD,AVOID,N/A,15.0%
1103108,アクセル・アデプト[Ⅱ],Accele MPUP[Ⅱ],Passive,BUFF,ACCEL,12.5%,100.0%
1103109,シールマギア・エッジ[Ⅱ],攻撃時に確率でマギア不可(1T)付与[Ⅱ],Passive,ENCHANT,BAN_MAGIA,N/A,15.0%
1103110,エイミング・アデプト[Ⅲ],確率で回避無効[Ⅲ],Passive,IGNORE,AVOID,N/A,35.0%
1103111,シールド・アデプト[Ⅲ],ダメージカット状態[Ⅲ],Passive,CONDITION_GOOD,DAMAGE_DOWN,15.0%,100.0%
1103112,クリティカル・アデプト[Ⅱ],確率でクリティカル[Ⅱ],Passive,CONDITION_GOOD,CRITICAL,200.0%,15.0%
1103113,デトネイト[Ⅰ],MPダメージ[Ⅰ](敵単) & 状態異常耐性DOWN[Ⅶ](敵単/1T),Active CD11,HEAL,MP_DAMAGE,300.0,N/A
,,,,DEBUFF,RESIST,20.0%,N/A
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1104,ウワサのさな,7021,2398,4132,6%,8%,4%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1104101,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1104102,ブラスト・アデプト[Ⅱ],Blast ダメージUP[Ⅱ],Passive,BUFF,BLAST,16.5%,100.0%
1104103,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1104104,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ] & マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1104105,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ] & マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1104106,マギア・アデプト[Ⅱ],マギアダメージUP[Ⅱ],Passive,BUFF,MAGIA,7.5%,100.0%
1104107,ペネトレイト・アデプト[Ⅲ],確率で防御無視[Ⅲ],Passive,CONDITION_GOOD,DEFENSE_IGNORED,N/A,20.0%
1104108,シールド・アデプト[Ⅱ],ダメージカット状態[Ⅱ],Passive,CONDITION_GOOD,DAMAGE_DOWN,10.0%,100.0%
1104109,カースエッジ[Ⅱ],攻撃時に確率で呪い(1T)を付与[Ⅱ],Passive,ENCHANT,CURSE,15.0%,15.0%
1104110,ブラスト・アデプト[Ⅱ],Blast ダメージUP[Ⅱ],Passive,BUFF,BLAST,16.5%,100.0%
1104111,アクセル・アデプト[Ⅱ],Accele MPUP[Ⅱ],Passive,BUFF,ACCEL,12.5%,100.0%
1104112,シールドオーラ[Ⅲ],クエスト開始時にダメージカット状態[Ⅲ](自/3T)を発動,Passive,CONDITION_GOOD,DAMAGE_DOWN,15.0%,100.0%
1104113,アタックドレイン[Ⅵ],攻撃力DOWN[Ⅱ](敵単/5T) & 攻撃力UP[Ⅱ](自/5T),Active CD3,DEBUFF,ATTACK,10.0%,N/A
,,,,BUFF,ATTACK,10.0%,N/A
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1105,フェリシアちゃん,6311,1551,1731,4%,6%,5%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1105101,ドッペル・アデプト[Ⅲ],ドッペルダメージUP[Ⅲ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,15.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1105102,テクニカル・アデプト[Ⅱ],ChargeディスクダメージUP[Ⅱ],Passive,BUFF,CHARGING,10.0%,N/A
1105103,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1105104,ドッペル・アデプト[Ⅳ],ドッペルダメージUP[Ⅳ]&マギアダメージUP[Ⅱ],Passive,BUFF,DOPPEL,20.0%,N/A
,,,,BUFF,MAGIA,7.5%,100.0%
1105105,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1105106,テクニカル・アデプト[Ⅱ],ChargeディスクダメージUP[Ⅱ],Passive,BUFF,CHARGING,10.0%,N/A
1105107,チャージ・アデプト[Ⅱ],Charge後ダメージUP[Ⅱ],Passive,BUFF,CHARGE,10.0%,100.0%
1105108,ハウリングロアー[Ⅵ],MP獲得量DOWN[Ⅵ] & 防御力DOWN[Ⅲ](敵全/1T),Active CD9,DEBUFF,MP_GAIN,35.0%,N/A
,,,,DEBUFF,DEFENSE,15.0%,N/A
1105109,ブラスト・アデプト[Ⅱ],Blast ダメージUP[Ⅱ],Passive,BUFF,BLAST,16.5%,100.0%
1105110,クリティカル・アデプト[Ⅱ],確率でクリティカル[Ⅱ],Passive,CONDITION_GOOD,CRITICAL,200.0%,15.0%
1105111,モラール・アデプト[Ⅲ],MP獲得量UP[Ⅲ],Passive,BUFF,MP_GAIN,10.0%,100.0%
1105112,パリィ・アデプト[Ⅱ],確率で回避[Ⅱ],Passive,CONDITION_GOOD,AVOID,N/A,15.0%
1105113,エイミング・アデプト[Ⅲ],確率で回避無効[Ⅲ],Passive,IGNORE,AVOID,N/A,35.0%
1105114,フルゲージドライブ[Ⅳ],HP最大時攻撃力UP[Ⅳ],Passive,BUFF_HPMAX,ATTACK,20.0%,100.0%
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1107,灯花・ねむ（聖夜ver.）,7995,2225,2404,6%,3%,10%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1107101,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1107102,シールド・アデプト[Ⅱ],ダメージカット状態[Ⅱ],Passive,CONDITION_GOOD,DAMAGE_DOWN,10.0%,100.0%
1107103,アクセル・アデプト[Ⅱ],Accele MPUP[Ⅱ],Passive,BUFF,ACCEL,12.5%,100.0%
1107104,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1107105,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1107106,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1107107,テクニカル・アデプト[Ⅱ],ChargeディスクダメージUP[Ⅱ],Passive,BUFF,CHARGING,10.0%,N/A
1107108,レジストシールドオーラ,クエスト開始時に状態異常を2回無効(自/5T)を発動,Passive,IGNORE,CONDITION_BAD NONE,N/A,100.0%
,,,,IGNORE,CONDITION_BAD NONE,N/A,100.0%
1107109,スキルクイック[Ⅱ],確率でスキルクイック[Ⅱ],Passive,CONDITION_GOOD,SKILL_QUICK,N/A,10.0%
1107110,リベンジ・アデプト[XIV],弱点属性で攻撃されたときMPUP[XIV],Passive,CONDITION_GOOD,MP_PLUS_WEAKED,15.0%,100.0%
1107111,マギア・アデプト[Ⅱ],マギアダメージUP[Ⅱ],Passive,BUFF,MAGIA,7.5%,100.0%
1107112,ライトシールドオーラ[Ⅲ],クエスト開始時にダメージカット[Ⅲ]&光属性ダメージカット[Ⅲ](自/5T)を発動,Passive,CONDITION_GOOD,DAMAGE_DOWN,15.0%,100.0%
,,,,CONDITION_GOOD,DAMAGE_DOWN_LIGHT,15.0%,100.0%
1107113,ディフィーザンス,バフ解除&状態強化解除(敵単),Active CD5,REVOKE,BUFF,N/A,N/A
,,,,REVOKE,GOOD,N/A,N/A
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1108,ホーリーアリナ,8832,2161,1961,4%,6%,8%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1108101,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1108102,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1108103,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1108104,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1108105,クリティカル・アデプト[Ⅱ],確率でクリティカル[Ⅱ],Passive,CONDITION_GOOD,CRITICAL,200.0%,15.0%
1108106,パリィ・アデプト[Ⅱ],確率で回避[Ⅱ],Passive,CONDITION_GOOD,AVOID,N/A,15.0%
1108107,エイミング・アデプト[Ⅲ],確率で回避無効[Ⅲ],Passive,IGNORE,AVOID,N/A,35.0%
1108108,ブラスト・アデプト[Ⅲ],Blast ダメージUP[Ⅲ],Passive,BUFF,BLAST,20.0%,100.0%
1108109,ポイズン・エッジ[Ⅱ],攻撃時確率で毒(3T)付与[Ⅱ],Passive,ENCHANT,POISON,5.0%,15.0%
1108110,モラール・アデプト[Ⅱ],MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN,7.5%,100.0%
1108111,アディクトキラー[Ⅱ],敵状態異常時ダメージUP[Ⅱ],Passive,CONDITION_GOOD,DAMAGE_UP_BAD,20.0%,100.0%
1108112,ブレイズン・アデプト[Ⅶ],確率で挑発無視[Ⅶ],Passive,IGNORE,PROVOKE,N/A,60.0%
1108113,ハームフル・クラウド[Ⅸ] ,状態異常耐性DOWN[Ⅸ] & 確率で毒[Ⅶ](敵全/1T),Active CD8,DEBUFF,RESIST,25.0%,N/A
,,,,CONDITION_BAD,POISON,5.0%,45.0%
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1109,レナちゃん（アイドルver.）,7850,2501,2143,6%,4%,8%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1109101,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1109102,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1109103,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1109104,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1109105,テクニカル・アデプト[Ⅱ],ChargeディスクダメージUP[Ⅱ],Passive,BUFF,CHARGING,10.0%,N/A
1109106,エイミング・アデプト[Ⅲ],確率で回避無効[Ⅲ],Passive,IGNORE,AVOID,N/A,35.0%
1109107,マギア・アデプト[Ⅱ],マギアダメージUP[Ⅱ],Passive,BUFF,MAGIA,7.5%,100.0%
1109108,パリィ・アデプト[Ⅱ],確率で回避[Ⅱ],Passive,CONDITION_GOOD,AVOID,N/A,15.0%
1109109,チャージ・アデプト[Ⅱ],Charge後ダメージUP[Ⅱ],Passive,BUFF,CHARGE,10.0%,100.0%
1109110,ブラスト・アデプト[Ⅱ],Blast ダメージUP[Ⅱ],Passive,BUFF,BLAST,16.5%,100.0%
1109111,アクセルフォースアデプト[Ⅲ],Accele MPUP[Ⅲ] & 確率でクリティカル[Ⅲ],Passive,BUFF,ACCEL,15.0%,N/A
,,,,CONDITION_GOOD,CRITICAL,200.0%,20.0%
1109112,マギア・アデプト[Ⅲ],マギアダメージUP[Ⅲ],Passive,BUFF,MAGIA,10.0%,100.0%
1109113,アップリフト[Ⅲ],攻撃力UP[Ⅲ] & 状態異常耐性UP[Ⅱ](自/3T),Active CD6,BUFF,ATTACK,15.0%,N/A
,,,,BUFF,RESIST,25.0%,N/A
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1110,十咎 ももこ（シスターver.）,5796,2425,2568,4%,6%,5%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1110101,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1110102,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1110103,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1110104,モラール・アデプト[Ⅱ],MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN,7.5%,100.0%
1110105,ブラストサルテーション[Ⅲ],Blast攻撃時MP獲得[Ⅲ],Passive,CONDITION_GOOD,MP_PLUS_BLAST,3.0%,100.0%
1110106,チャージコンボプラス[Ⅱ],Charge combo時Charge数+2,Passive,CONDITION_GOOD,C_COMBO_PLUS,200.0%,100.0%
1110107,ブラスト・アデプト[Ⅱ],Blast ダメージUP[Ⅱ],Passive,BUFF,BLAST,16.5%,100.0%
1110108,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1110109,エイミング・アデプト[Ⅲ],確率で回避無効[Ⅲ],Passive,IGNORE,AVOID,N/A,35.0%
1110110,アンブレイカブルチャージ[Ⅲ],Charge後ダメージUP[Ⅲ]&Charge消費なし(自/1T),Active CD10,BUFF,CHARGE,10.0%,N/A
,,,,CONDITION_GOOD,NO_COST_CHARGE,N/A,100.0%
1110111,クリティカル・アデプト[Ⅱ],確率でクリティカル[Ⅱ],Passive,CONDITION_GOOD,CRITICAL,200.0%,15.0%
1110112,テクニカル・アデプト[Ⅱ],ChargeディスクダメージUP[Ⅱ],Passive,BUFF,CHARGING,10.0%,N/A
1110113,チャージエキスパート[Ⅳ],Charge後ダメージUP[Ⅳ]&ChargeディスクダメージUP[Ⅱ],Passive,BUFF,CHARGE,15.0%,100.0%
,,,,BUFF,CHARGING,10.0%,N/A
1110114,テクニカル・アデプト[Ⅱ],ChargeディスクダメージUP[Ⅱ],Passive,BUFF,CHARGING,10.0%,N/A
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1116,和泉 十七夜（ヴァンパイアver.）,5914,2212,2347,6%,4%,8%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1116101,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅲ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,10.0%,100.0%
1116102,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1116103,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅲ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,10.0%,100.0%
1116104,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1116105,リジェネレイト・アデプト[Ⅴ],HP自動回復[Ⅴ],Passive,CONDITION_GOOD,AUTO_HEAL,6.0%,100.0%
1116106,アンチ・カウンター[Ⅴ],確率でカウンター無効[Ⅴ],Passive,IGNORE,COUNTER,N/A,45.0%
1116107,フルゲージドライブ[Ⅵ],HP最大時攻撃力UP[Ⅵ],Passive,BUFF_HPMAX,ATTACK,30.0%,100.0%
1116108,パリィ・アデプト[Ⅲ],確率で回避[Ⅲ],Passive,CONDITION_GOOD,AVOID,N/A,20.0%
1116109,パリィオーラ[Ⅸ],クエスト開始時に確率で回避[Ⅸ](自/5T)を発動,Passive,CONDITION_GOOD,AVOID,N/A,50.0%
1116110,アクセル・アデプト[Ⅴ],Accele MPUP[Ⅴ],Passive,BUFF,ACCEL,20.0%,100.0%
1116111,レジストシールド,状態異常を2回無効(自/∞),Passive,IGNORE,CONDITION_BAD NONE,N/A,100.0%
,,,,IGNORE,CONDITION_BAD NONE,N/A,100.0%
1116112,マナスプリング・アデプト[Ⅴ],MP自動回復[Ⅴ],Passive,CONDITION_GOOD,AUTO_HEAL MP,9.0%,100.0%
1116113,パリィマナチャージ[Ⅱ],必ず回避(自/1T)&MP回復[Ⅱ](自) ,Active CD10,CONDITION_GOOD,AVOID,N/A,100.0%
,,,,HEAL,MP,18.0%,N/A
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1117,八雲 みたま（晴着ver.）,6807,2248,3755,6%,6%,5%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1117101,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1117102,アクセル・アデプト[Ⅱ],Accele MPUP[Ⅱ],Passive,BUFF,ACCEL,12.5%,100.0%
1117103,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1117104,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1117105,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1117106,チャージ・アデプト[Ⅱ],Charge後ダメージUP[Ⅱ],Passive,BUFF,CHARGE,10.0%,100.0%
1117107,アクセル・アデプト[Ⅱ],Accele MPUP[Ⅱ],Passive,BUFF,ACCEL,12.5%,100.0%
1117108,ダークネス・エッジ[Ⅱ],攻撃時確率で暗闇(1T)を付与[Ⅱ],Passive,ENCHANT,DARKNESS,35.0%,15.0%
1117109,シールド・アデプト[Ⅱ],ダメージカット状態[Ⅱ],Passive,CONDITION_GOOD,DAMAGE_DOWN,10.0%,100.0%
1117110,ブラスト・アデプト[Ⅱ],Blast ダメージUP[Ⅱ],Passive,BUFF,BLAST,16.5%,100.0%
1117111,チャージ・アデプト[Ⅲ],Charge後ダメージUP[Ⅲ],Passive,BUFF,CHARGE,12.5%,100.0%
1117112,マギア・アデプト[Ⅱ],マギアダメージUP[Ⅱ],Passive,BUFF,MAGIA,7.5%,100.0%
1117113,シールド・パフォーマンス[Ⅱ],攻撃力UP[Ⅱ](全/1T)&ダメージカット状態[XIV](自/1T),Active CD8,BUFF,ATTACK,10.0%,N/A
,,,,CONDITION_GOOD,DAMAGE_DOWN,70.0%,100.0%
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1118,天音姉妹（水着ver.）,5715,2273,3093,6%,3%,4%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1118101,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1118102,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1118103,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1118104,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1118105,マギア・アデプト[Ⅱ],マギアダメージUP[Ⅱ],Passive,BUFF,MAGIA,7.5%,100.0%
1118106,リジェネレイト・アデプト[Ⅲ],HP自動回復[Ⅲ],Passive,CONDITION_GOOD,AUTO_HEAL,4.0%,100.0%
1118107,ガード・アデプト[Ⅲ],防御力UP[Ⅲ],Passive,BUFF,DEFENSE,22.5%,100.0%
